CountryName,CountryCode,Date,PolicyType,PolicyValue,Flag,Notes
Canada,CAN,20200316,C1: School closing,3,0,"9 of 13 provinces & territories across Canada close schools on March 16th:  -Ontario (announced March 12, effective March 16): http://web.archive.org/web/20200617075142/https://globalnews.ca/news/6668240/coronavirus-ontario-schools-closed/  -Quebec (announced March 13, effective March 16): http://web.archive.org/web/20200617075631/https://montreal.ctvnews.ca/covid-19-quebec-to-close-all-daycares-schools-cegeps-and-universities-for-at-least-two-weeks-1.4851790  -Alberta (announced March 15, effective March 16): https://web.archive.org/web/20200426092511/https://www.cbc.ca/news/canada/edmonton/covid-coronavirus-update-hinshaw-alberta-edmonton-1.5498467  -Prince Edward Island (announced March 15, effective March 16): https://web.archive.org/web/20200401202320/https://www.cbc.ca/news/canada/prince-edward-island/pei-covid-19-sunday-evening-press-briefing-1.5498653  -New Brunswick (announced March 13, effective March 16): https://web.archive.org/web/20200617080554/https://www.cbc.ca/news/canada/new-brunswick/covid-19-new-brunswick-coronavirus-1.5496547  -Nova Scotia (announced Marc 15, effective March 16): https://web.archive.org/web/20200529010103/https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-presumptive-cases-covid-19-coronavirus-1.5498463  -Manitoba (announced March 13, effective March 16): https://web.archive.org/web/20200610184301/https://winnipeg.ctvnews.ca/manitoba-is-closing-all-of-its-schools-due-to-covid-19-1.4852176  -Newfoundland (announced March 16, effective March 16 – school were open March 18/19 only for students to go pick up their things at scheduled staggered times): http://web.archive.org/web/20200617080833/https://www.cbc.ca/news/canada/newfoundland-labrador/covid-19-march-16-nl-schools-1.5498831  -North West Territories (no provincial nor federal government have the authority to close NWT schools - it’s the school districts that do. The NWT government therefore highly recommended that schools be closed as of March 16): http://web.archive.org/web/20200617080920/https://www.cbc.ca/news/canada/north/nwt-schools-closed-until-after-easter-1.5499170     It’s important to note that most of the provinces and territories were already planning on being closed the week of March 16 for their regular, one-week “March break”. These regions announced that school closure would extend past March break for multiple weeks (in many cases for two-three weeks after)."
Canada,CAN,20200316,C3: Cancel public events,2,0,"BC directs events over 50 people to be cancelled https://web.archive.org/web/20200527095122/https://news.gov.bc.ca/releases/2020HLTH0086-000499"
Canada,CAN,20200316,C4: Restrictions on gatherings,3,1,"The federal government instituted a ban on all gatherings of 50 or more. see:  http://web.archive.org/web/20200618073657/https://nationalpost.com/news/covid-19-time-for-feds-to-take-the-helm-on-social-distancing-measures-experts-say"
Canada,CAN,20200316,C6: Stay at home requirements,1,1,"When announcing border closures, President Justin Trudeau says ""“All Canadians as much as possible should stay home""  https://web.archive.org/web/20200518131402/https://www.theguardian.com/world/2020/mar/16/justin-trudeau-closes-canada-borders-coronavirus"
Canada,CAN,20200316,C8: International travel controls,1,,"New advice by the government, but no additional policy enacted yet: ""Canada advises travellers entering Canada to self-isolate for 14 days"" https://web.archive.org/save/https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html"
Canada,CAN,20200317,C1: School closing,3,0,"Nunavut closes schools (joining 9 of 13 other provinces and territories which already closed schools) - http://web.archive.org/web/20200617081254/https://www.cbc.ca/news/canada/north/nunavut-school-closing-covid-19-1.5499125"
Canada,CAN,20200318,C1: School closing,3,0,"British Columbia schools close (joining 10 of 13 other provinces and territories which already closed schools): https://web.archive.org/web/20200401203627/https://www.theglobeandmail.com/canada/british-columbia/article-western-canada-bc-joins-other-provinces-in-shuttering-schools/ -Yukon schools close (joining 10 of 13 other provinces and territories which already closed schools): https://web.archive.org/web/20200401203726/https://www.yukon-news.com/news/yukon-college-territorys-public-schools-shut-doors-amid-covid-19-concerns/"
Canada,CAN,20200318,C2: Workplace closing,3,0,"Non-essential businesses on Prince Edward Island closed with immediate effect; https://web.archive.org/web/20200330014939/https://www.cbc.ca/news/canada/prince-edward-island/pei-daily-update-covid-19-wednesday-liquor-cannabis-business-closing-1.5501378;;;Moreover (though not rising to 2T): Nova Scotia closing businesses: https://web.archive.org/web/20200402101251/https://www.cbc.ca/news/canada/nova-scotia/covid-19-coronavirus-1.5501613; Newfoundland forces business closure: https://web.archive.org/web/20200402101134/https://www.cbc.ca/news/canada/newfoundland-labrador/john-haggie-health-act-covid-19-1.5501264"
Canada,CAN,20200318,C8: International travel controls,4,,"Borders shut to all foreign nationals (except Americans on essential travel and Canadians returning home) https://www.canada.ca/en/transport-canada/news/2020/03/new-measures-for-covid-19-response.html Old unarchived link (that doesn't exist any more!): https://www.canada.ca/en/transport-canada/news/2020/03/new-measures-for-covid-19-response.html"
Canada,CAN,20200318,E2: Debt/contract relief,1,,"""The Government, through Canada Mortgage and Housing Corporation (CMHC), is providing increased flexibility for homeowners facing financial difficulties to defer mortgage payments on homeowner CMHC-insured mortgage loans. CMHC will permit lenders to allow payment deferral beginning immediately.""    http://web.archive.org/web/20200514161137/https://www.canada.ca/en/department-finance/news/2020/03/canadas-covid-19-economic-response-plan-support-for-canadians-and-businesses.html    http://web.archive.org/web/20200514161242/https://www.cmhc-schl.gc.ca/en/finance-and-investing/mortgage-loan-insurance/the-resource/covid19-understanding-mortgage-payment-deferral"
Canada,CAN,20200319,C2: Workplace closing,3,0,"New Brunswick forcing closure of non-essential businesses: https://web.archive.org/web/20200321145438/https://www.cbc.ca/news/canada/new-brunswick/emergency-declaration-workers-businesses-1.5503382 "
Canada,CAN,20200319,H2: Testing policy,2,,"Launch of drive-thru testing faciliites    Sources:  https://web.archive.org/web/20200618102735/https://montrealgazette.com/news/local-news/covid-19-quebec-begins-drive-through-testing/"
Canada,CAN,20200320,C1: School closing,3,1,"March 20th: Saskatchewan schools close (joining the rest of the provinces and territories which already closed schools. Announced March 17, effective March 20th): http://web.archive.org/web/20200617081951/https://www.cbc.ca/news/canada/saskatchewan/school-saskatchewan-covid-19-coronavirus-1.5500225"
Canada,CAN,20200320,C7: Restrictions on internal movement,2,0,"Nunavut restricts travel into province for non residents https://web.archive.org/web/20200415133437/https://www.gov.nu.ca/sites/default/files/order_re_travel_to_nunavut_final_v5signed.pdf"
Canada,CAN,20200320,H8: Protection of elderly people,2,0,"Effective 20 March, the province of Saskatchewan restricted visits to long-term care homes to family with resident relatives near death. See Province of Saskatchewan website, archived:    https://web.archive.org/web/20201214202917/https://www.saskatchewan.ca/government/news-and-media/2020/march/20/covid-19-update-march-20  "
Canada,CAN,20200321,C7: Restrictions on internal movement,2,0,"North West Territories restricts movement of non residents into NWT for any non-essential work  https://archive.fo/wip/bX1XJ"
Canada,CAN,20200322,C3: Cancel public events,2,0,"Yukon lists businesses to close:  https://web.archive.org/web/20200402101457/https://yukon.ca/en/health-and-wellness/covid-19/current-covid-19-situation"
Canada,CAN,20200322,H8: Protection of elderly people,2,0,"On 22 March 22, the Province of Ontario’s Chief Medical Officer recommends that long-term care homes limit the number of locations that employees are working at ""wherever possible"". See Canadian Broadcasting Corporation website, archived:  https://web.archive.org/web/20201214165232/https://www.cbc.ca/news/canada/toronto/covid-19-ontario-long-term-care-timeline-actions-deaths-1.5542214"
Canada,CAN,20200323,C4: Restrictions on gatherings,4,0,"Every province/territory has sub-regional restrictions in place on gatherings. A large majority fall within <10 people.  Limits in # of people gathering by province:  Quebec: 2 Ontario: 5 Manitoba, Saskatchewan, Newfoundland and Labrador and Yukon: <10 Northwest Territories, Prince Edward Island and Nunavut: 0 / no gatherings Alberta:15 British Columbia: 50  See:  http://web.archive.org/web/20200618073657/https://nationalpost.com/news/covid-19-time-for-feds-to-take-the-helm-on-social-distancing-measures-experts-say"
Canada,CAN,20200324,C2: Workplace closing,3,0,"http://web.archive.org/web/20200618074004/https://nationalpost.com/news/covid-19-ontario-and-quebec-order-non-essential-businesses-closed-after-spike-in-coronavirus-totals https://web.archive.org/web/20200604163601/https://www.retailcouncil.org/coronavirus-info-for-retailers/provincial-covid-19-resources-and-updates/"
Canada,CAN,20200324,C3: Cancel public events,2,0,"https://web.archive.org/web/20200604163601/https://www.retailcouncil.org/coronavirus-info-for-retailers/provincial-covid-19-resources-and-updates/"
Canada,CAN,20200325,C2: Workplace closing,3,0,"http://web.archive.org/web/20200618074004/https://nationalpost.com/news/covid-19-ontario-and-quebec-order-non-essential-businesses-closed-after-spike-in-coronavirus-totals https://web.archive.org/web/20200604163601/https://www.retailcouncil.org/coronavirus-info-for-retailers/provincial-covid-19-resources-and-updates/ Yukon lists businesses to close: https://web.archive.org/web/20200401084653/https://yukon.ca/en/health-and-wellness/covid-19/current-covid-19-situation"
Canada,CAN,20200326,C2: Workplace closing,3,0,"British Columbia requires closings on March 26, following Ontario and Quebec (from March 24):  https://web.archive.org/web/20200617041202/https://news.gov.bc.ca/releases/2020PSSG0020-000568  Saskatchewan clarifies Allowable Business Services https://web.archive.org/web/20200617003506/https://www.saskatchewan.ca/government/news-and-media/2020/march/25/allowable-business-services http://web.archive.org/web/20200618074004/https://nationalpost.com/news/covid-19-ontario-and-quebec-order-non-essential-businesses-closed-after-spike-in-coronavirus-totals https://web.archive.org/web/20200604163601/https://www.retailcouncil.org/coronavirus-info-for-retailers/provincial-covid-19-resources-and-updates/ Yukon lists businesses to close: https://web.archive.org/web/20200401084653/https://yukon.ca/en/health-and-wellness/covid-19/current-covid-19-situation"
Canada,CAN,20200326,H8: Protection of elderly people,3,0,"Effective 26 March, British Columbia’s Provincial Health Officer ordered long-term care operators to restrict employees to work at one location. (Order revised on 27 March.) See Province of British Columbia website, archived:  https://web.archive.org/web/20201021111533/https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/reports-publications/covid-19-pho-order-movement-health-care-staff.pdf"
Canada,CAN,20200327,C2: Workplace closing,3,0,"Alberta forces closure of non-essential businesses:  https://web.archive.org/web/20200402075403/https://www.cbc.ca/news/canada/edmonton/alberta-covid-19-coronavirus-deena-hinshaw-1.5512445 https://web.archive.org/web/20200526224308/https://globalnews.ca/news/6742251/alberta-health-coronavirus-covid-19-march-27/  http://web.archive.org/web/20200618074004/https://nationalpost.com/news/covid-19-ontario-and-quebec-order-non-essential-businesses-closed-after-spike-in-coronavirus-totals https://web.archive.org/web/20200604163601/https://www.retailcouncil.org/coronavirus-info-for-retailers/provincial-covid-19-resources-and-updates/ "
Canada,CAN,20200328,C2: Workplace closing,3,0,"http://web.archive.org/web/20200618074004/https://nationalpost.com/news/covid-19-ontario-and-quebec-order-non-essential-businesses-closed-after-spike-in-coronavirus-totals https://web.archive.org/web/20200604163601/https://www.retailcouncil.org/coronavirus-info-for-retailers/provincial-covid-19-resources-and-updates/ "
Canada,CAN,20200328,C3: Cancel public events,2,0,"https://www.retailcouncil.org/coronavirus-info-for-retailers/provincial-covid-19-resources-and-updates/ From Joanna klimczak: Ontario restricts gatherings to no more than 5 people (contrary to the claim of the Retail Counsil in link above): https://news.ontario.ca/opo/en/2020/03/ontario-prohibits-gatherings-of-five-people-or-more-with-strict-exceptions.html"
Canada,CAN,20200329,C3: Cancel public events,2,0,"https://www.retailcouncil.org/coronavirus-info-for-retailers/provincial-covid-19-resources-and-updates/"
Canada,CAN,20200330,C3: Cancel public events,2,0,"From Joanna, on March 30th Manitoba restricts public gatherings to 10 people:  https://web.archive.org/web/20200601142025/https://globalnews.ca/news/6741180/coronavirus-friday-update-from-manitoba-health-officials-2/  http://web.archive.org/web/20200618074004/https://nationalpost.com/news/covid-19-ontario-and-quebec-order-non-essential-businesses-closed-after-spike-in-coronavirus-totals https://web.archive.org/web/20200604163601/https://www.retailcouncil.org/coronavirus-info-for-retailers/provincial-covid-19-resources-and-updates/ "
Canada,CAN,20200330,H8: Protection of elderly people,3,0,"On 30 March, the Province of Ontario’s Chief Medical Officer required long-term care (LTC) facility operators to screen all staff, residents and visitors for covid-19 symptoms, test all symptomatic individuals, prohibit residents from going on temporary excursions beyond the facility, limit visitors to one essential support person per resident, and work with employees to limit the number of locations that employees are working at. In practice, the order to limit the number of locations for employees may have had minimal impact because the order was not effectively applied to staffing agencies providing “temporary” LTC workers. See Ontario Hospital Association and Maclean’s magazine websites, archived:  https://web.archive.org/web/20200923120150/https://www.oha.com/Bulletins/CMOH%20Directive%203%20-%20Long-Term%20Care%20Homes%20-%20HPPA%2003%2030%202020%20Shared.pdf   https://web.archive.org/web/20210409184040/https://www.macleans.ca/longforms/covid-19-pandemic-canada-year-one/  "
Canada,CAN,20200331,C1: School closing,3,1,"All public schools across Canada remain closed.   On March 31st, Ontario government announces that school closure will extend at least until May 1st for teachers and May 4th for students:  https://web.archive.org/web/20200428231848/https://news.ontario.ca/opo/en/2020/03/ontario-extends-school-and-child-care-closures-to-fight-spread-of-covid-19.html https://web.archive.org/web/20200611211344/https://globalnews.ca/news/6755700/coronavirus-ford-government-e-learning-covid-19/  On March 31st, Manitoba government announces that school closure will extend indefinitely: http://web.archive.org/web/20200617082430/https://www.cbc.ca/news/canada/manitoba/pallister-education-minister-covid-19-measures-1.5516053  On March 31st, Nunavut government announces that school closure will extend until April 20th:  https://web.archive.org/web/20200427081252/https://www.cbc.ca/news/canada/north/nunavut-schools-daycares-closed-covid19-1.5516822  Additional comments on all schools:  https://web.archive.org/web/20200403172247/https://www.cbc.ca/player/play/1718857283912"
Canada,CAN,20200331,C2: Workplace closing,3,0,"North West Territories variety of business types forced to close:  https://web.archive.org/web/20200507023845/https://www.hss.gov.nt.ca/en/services/coronavirus-disease-covid-19/information-employers-and-businesses"
Canada,CAN,20200331,C3: Cancel public events,2,0,"The federal government only recommends cancellation of public events:  ""The Public Health Agency of Canada recommends that event organizers and planners cancel or postpone in-person gatherings in alignment with the recommendations of their local public health authorities, and where possible, offer virtual/online alternatives.""  https://web.archive.org/web/20200503130042/https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/health-professionals/mass-gatherings-risk-assesment.html    Some local governments, though, have imposed bans on public events (e.g. Calgary: https://web.archive.org/web/20200503130540/https://globalnews.ca/news/6853257/calgary-cancels-public-events-august-31/) whereas other have not explicit such bans (e.g. BC: https://web.archive.org/web/20200503130651/http://www.bccdc.ca/health-info/diseases-conditions/covid-19/event-planning)  "
Canada,CAN,20200331,C5: Close public transport,0,,"March 31st:  All public transport remains open across Canada, albeit frequency of transit has diminished https://web.archive.org/web/20200331000950/https://www.viarail.ca/en/travel-advisory-information Archived later (so may have changed): http://web.archive.org/web/20200618075050/https://www.tc.gc.ca/en/initiatives/covid-19-measures-updates-guidance-tc.html http://web.archive.org/web/20200618075132/https://www.ontario.ca/page/reopening-ontario-whats-each-stage http://web.archive.org/web/20200618075210/https://cutaactu.ca/en/content/covid-19-resources"
Canada,CAN,20200331,C7: Restrictions on internal movement,2,0,"PEI, Nova Scotia, New Brunswick, Newfoundland and Manitoba all have 14 isolation measures in place for interprovincial travel, as well as restrictions for some  https://archive.fo/wip/2pPAL  "
Canada,CAN,20200401,C2: Workplace closing,3,1,"Manitoba closing all non-essential businesses (last province in Canada to enforce restrictions) - https://winnipeg.ctvnews.ca/manitoba-to-close-non-critical-businesses-starting-wednesday-1.4874441  https://www.cbc.ca/news/canada/manitoba/manitoba-business-closure-covid-19-1.5514801  "
Canada,CAN,20200402,C6: Stay at home requirements,1,1,"From news article: ""Prime Minister Justin Trudeau said too many Canadians were still going out needlessly, potentially spreading the coronavirus and putting health-care workers at unnecessary risk. At the same time, Trudeau said he was leaning on restrictions provinces have put in place rather than issuing a mandatory national stay-home order.  “We’re not quite yet at that point,” Trudeau said.""      http://web.archive.org/web/20200514153143/https://globalnews.ca/news/6766838/coronavirus-canada-trudeau/"
Canada,CAN,20200402,H8: Protection of elderly people,3,0,"Effective 2 April, the province of Alberta required long-term care and other group care facility operators to notify public health authorities if a covid-19 case is confirmed or two or more residents show symptoms. Operators and managers must inform all families with residents in facilities with a confirmed or suspected case. Staff who work at multiple facilities are required to immediately inform their supervisors if they have worked or are working at another facility where there is a confirmed or suspected case. See Province of Alberta website, archived:    https://web.archive.org/web/20201214121009/https://www.alberta.ca/release.cfm?xID=699906588AA0F-F424-1274-777C4D263DE727B6"
Canada,CAN,20200404,C2: Workplace closing,3,0,"Quebec announce that from May 4th,'retail businesses situated elsewhere than in the territory of the Communauté métropolitaine de Montréal (CMM) are open. They also outline when further reopenings will be occuring.  https://web.archive.org/web/20200509144321/https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/gradual-resumption-activities-covid19-related-pause/    Saskatchewan outline reopening plans, and on May 4th: 'Allow public access to the following previously restricted medical services: dentistry, optometry, physical therapy, optician services, podiatry, occupational therapy and chiropractic treatment.'  https://web.archive.org/web/20200509145300/https://pubsaskdev.blob.core.windows.net/pubsask-prod/117638/Re-Open%252BSaskatchewan%252B-%252BMay%252B8.pdf"
Canada,CAN,20200406,H6: Facial Coverings,0,,"Theresa Tam (Chief Public Health Officer of Canada) issues new guidance on the wearing of masks, but says there are some caveats to keep in mind. Citing new evidence on presymptomatic and asymptomatic transmission of the new coronavirus, Dr. Tam said it is “reasonable” to wear a non-medical mask in public settings when physical distancing can be hard to maintain.  However, since the new messaging on face masks is one of “permissive use,” and not a recommendation or requirement, 0 maintained on review.  https://web.archive.org/web/20201027220429/https://www.theglobeandmail.com/canada/article-theresa-tam-has-recommended-masks-for-all-canadians-so-heres-what/"
Canada,CAN,20200407,C1: School closing,3,1,"No change in policy vs. prior days"
Canada,CAN,20200407,H2: Testing policy,2,,"Each province has own testing policies, as outlined in this article: https://web.archive.org/web/20200509150313/https://globalnews.ca/news/6916991/national-coronavirus-testing-strategy-canada/"
Canada,CAN,20200407,H3: Contact tracing,1,,"No change (though some discussion about increased efforts to plan for future implementation)  https://web.archive.org/web/20200618102127/https://globalnews.ca/news/6805017/coronavirus-canada-contact-tracing-volunteers/"
Canada,CAN,20200407,H8: Protection of elderly people,3,0,"Effective 7 April, the province of Alberta restricted visits to long-term care homes to family with resident relatives near death or residents who could not be cared for by staff. See Province of Alberta website, archived:    https://web.archive.org/web/20201214114439/https://www.alberta.ca/release.cfm?xID=7002558A018CF-F9A9-099C-85E0C54DE1C3B87C"
Canada,CAN,20200408,H8: Protection of elderly people,3,0,"Effective 8 April, the Province of Ontario’s Chief Medical Officer required long-term care facility operators to test all new residents for covid-19 and maintain them in isolation until receiving the test result and required all staff in all facilities to wear masks even if there are no covid-19 cases at the facility. See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20201214162058/https://www.theglobeandmail.com/canada/article-ontario-now-recommends-covid-19-tests-for-all-long-term-care-residents/"
Canada,CAN,20200413,H8: Protection of elderly people,3,0,"On 13 April, the Government of Canada issued voluntary guidelines recommending that provinces and territories  limit visitors to long-term care facilities, screen workers and visitors for COVID-19 symptoms, require staff and visitors people to wear and limit the number of locations where staff work. See Toronto Star newspaper website, archived:  https://web.archive.org/web/20201214163108/https://www.thestar.com/politics/federal/2020/04/13/risk-of-covid-19-is-skyrocketing-in-long-term-care-facilities-advocates-say-governments-arent-doing-enough.html   "
Canada,CAN,20200416,H8: Protection of elderly people,3,0,"On 16 april, the Province of Quebec allowed relatives of long-term care residents to enter facilities to provide essential support. This measure was NOT due to lower covid-19 risk conditions in long-term care facilities, but rather as a means of coping with staff shortages. See Montreal Gazette newspaper website, archived:  https://web.archive.org/web/20201214185534/https://montrealgazette.com/news/local-news/some-family-caregivers-to-be-granted-access-to-chslds-as-reinforcements/"
Canada,CAN,20200417,C4: Restrictions on gatherings,4,0,"These restrictions are targeted at each individual province:   BC: less than 50   AB: less than 15  Sask: less than 10  MTB: less than 10  Ontario: less than 5  QUE: prohibited  NB: less than 10  NS: less than 5  PEI: prohibited  NFLD/LBDR: less than 10  Yukon: less than 10  NWT: prohinited  NVT: prohibited  Source: https://archive.vn/wip/pX3GU"
Canada,CAN,20200417,H3: Contact tracing,1,,"No change, although provincial governors push for implementation of digital tracing:    https://web.archive.org/web/20200503135054/https://www.ctvnews.ca/health/coronavirus/canadian-officials-eye-digital-contact-tracing-amid-surveillance-privacy-concerns-1.4915845"
Canada,CAN,20200417,H8: Protection of elderly people,3,0,"Effective 17 April, all staff members at long-term care and other care homes must undergo a health screening prior to entry including a temperature check and wear a mask while working. See Province of Saskatchewan website, archived:  https://web.archive.org/web/20201214121838/https://www.saskatchewan.ca/government/news-and-media/2020/april/17/covid-19-update-april-17  "
Canada,CAN,20200418,C1: School closing,3,1,"Regions have extended the closure of schools.  Ontario extended till May 31  https://web.archive.org/save/https://globalnews.ca/news/6870052/coronavirus-ontario-schools-closed-may-31/"
Canada,CAN,20200418,C8: International travel controls,4,,"Travel to Canada is also currently being restricted for all foreign nationals coming from any country. These new restrictions prohibit foreign nationals, including U.S. nationals, from entering Canada for non-essential travel.  https://web.archive.org/web/20200427004116/https://travel.gc.ca/travelling/health-safety/travel-health-notices/221    https://web.archive.org/web/20200427004404/https://www.canada.ca/en/public-health/news/2020/04/government-of-canada-updates-mandatory-requirements-for-travellers-entering-canada.html  The Government of Canada's Emergency Order under the Quarantine Act already requires persons entering Canada—whether by air, land or sea —to isolate for 14 days if they have symptoms of COVID-19, or to quarantine themselves for 14 days if they are asymptomatic to limit the spread of COVID-19  "
Canada,CAN,20200420,H6: Facial Coverings,1,0,"""Passengers travelling by rail or motor carrier/bus modes of transportation are also strongly encouraged to wear non-medical masks or face coverings as much as possible. Passengers may be asked by the transportation operator to cover their noses and mouths when physical distancing is not possible.""    IN ADDITION, ""When travelling by air, travellers will be asked to cover their mouth and nose:  at Canadian airport screening checkpoints, where the screeners cannot always keep two metres of separation between themselves and the traveller;  when they cannot physically distance from others, or as directed by the airline employees; and  when directed to do so by a public health order or public health official.""    http://web.archive.org/web/20200924133818/https://www.canada.ca/en/transport-canada/news/2020/04/new-measures-introduced-for-non-medical-masks-or-face-coverings-in-the-canadian-transportation-system.html  "
Canada,CAN,20200422,H8: Protection of elderly people,3,0,"Effective 22 April, the Province of 2020 issued an emergency order directing long-term care employers to ensure their employees work only in one long-term care home, not in multiple health care locations. The provincial government encourages long-term care employers to offer full-time hours to their part-time employees by making emergency funds available to help long-term care homes cover the incremental costs of increasing hours for part-time staff to help staff limit their work locations. See Province of Ontario website, archived:  https://web.archive.org/web/20201214125147if_/https://news.ontario.ca/en/release/56681/ontario-ramping-up-protection-for-long-term-care"
Canada,CAN,20200426,C4: Restrictions on gatherings,4,0,"Most provinces have announced the enlarging of public gatherings. In some parts (e.g. Saskatchewan) they are still limited to less than 10 people:  http://web.archive.org/web/20200618075501/https://nationalpost.com/news/canada/reopening-canada-provinces-ontario-quebec-saskatchewan-alberta"
Canada,CAN,20200427,C8: International travel controls,4,,"No change of policy    https://web.archive.org/web/20200503133641/https://www.canada.ca/en/immigration-refugees-citizenship/services/coronavirus-covid19/travel-restrictions-exemptions.html"
Canada,CAN,20200427,H1: Public information campaigns,2,1,"""The Government of Canada has undertaken significant communications and public education on COVID-19 to inform Canadians of the Government's action, to help them make informed decisions and to enable them to take action to protect their health and their communities.""    https://web.archive.org/web/20200503134445/https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/canadas-reponse/government-canada-takes-action-covid-19.html    Their website is very informative about COVID and the situation in Canada, plus it informs about responses of individual provinces: https://web.archive.org/web/20200503134512/https://www.canada.ca/en/public-health/services/diseases/coronavirus-disease-covid-19.html  "
Canada,CAN,20200428,H8: Protection of elderly people,3,0,"Effective 28 April in the Province of Saskatchewan, long-term care and other care homes must ensure that each staff member works in only one facility. A care home may seek approval from a medical health officer to permit a staff member to work in more than one facility if they are unable to ensure adequate staffing levels as a result of complying with this order. All staff members must undergo a health screening prior to entry including a temperature check and wear a mask while working. See Province of Saskatchewan website, archived:    https://web.archive.org/web/20201214121838/https://www.saskatchewan.ca/government/news-and-media/2020/april/17/covid-19-update-april-17"
